responseid,familiar,crisis,reproducible,age,discipline,discipline-other,continent
6805,5 - Very familiar,yes,50,25 - 34,Biology,,North America
6807,5 - Very familiar,yes,50,45 - 54,Biology,,North America
6815,5 - Very familiar,yes,70,35 - 44,Other,Neuroscience,North America
6816,4 - Fairly familiar,yes,40,18 - 24,Biology,,North America
6817,5 - Very familiar,yes,60,45 - 54,Other,Social Sciences,North America
6819,5 - Very familiar,yes,70,45 - 54,Other,Neuro/Psych,North America
6822,5 - Very familiar,yes,40,35 - 44,Earth Science,,Europe
6823,5 - Very familiar,yes,80,35 - 44,Biology,,North America
6828,5 - Very familiar,yes,50,25 - 34,Biology,,North America
6829,5 - Very familiar,yes,30,18 - 24,Other,Psychology,Australasia
6832,5 - Very familiar,yes,60,25 - 34,Chemistry,,Europe
6836,5 - Very familiar,yes,50,45 - 54,Biology,,North America
6839,5 - Very familiar,yes,30,55 - 64,Chemistry,,North America
6849,4 - Fairly familiar,yes,80,55 - 64,Medicine,,Asia
6853,3 - Somewhat familiar,yes,40,25 - 34,Biology,,Asia
6854,5 - Very familiar,no,20,35 - 44,Earth Science,,North America
6865,4 - Fairly familiar,yes,70,18 - 24,Materials Science,,Asia
6869,5 - Very familiar,yes,60,45 - 54,Biology,,Europe
6874,5 - Very familiar,yes,70,55 - 64,Biology,,Europe
6878,4 - Fairly familiar,yes,70,45 - 54,Other,veterinary medicine,Africa
6881,4 - Fairly familiar,yes,50,25 - 34,Biology,,Asia
6884,3 - Somewhat familiar,yes,80,25 - 34,Other,psychology,Asia
6890,5 - Very familiar,yes,30,25 - 34,Other,Psychology,Europe
6894,5 - Very familiar,yes,40,25 - 34,Biology,,South America
6901,5 - Very familiar,yes,60,25 - 34,Materials Science,,Europe
6909,5 - Very familiar,yes,30,55 - 64,Biology,,Europe
6918,3 - Somewhat familiar,yes,40,25 - 34,Biology,,Asia
6922,5 - Very familiar,yes,40,25 - 34,Other,Psychology,Europe
6924,4 - Fairly familiar,yes,60,35 - 44,Biology,,Europe
6933,5 - Very familiar,yes,70,35 - 44,Biology,,Europe
6942,5 - Very familiar,yes,90,65 or over,Medicine,,South America
6943,5 - Very familiar,yes,50,25 - 34,Other,Social Sciences,North America
6945,5 - Very familiar,yes,70,45 - 54,Medicine,,North America
6948,4 - Fairly familiar,yes,80,45 - 54,Medicine,,Asia
6949,4 - Fairly familiar,yes,70,25 - 34,Earth Science,,North America
6952,5 - Very familiar,yes,60,45 - 54,Other,social and behavioural sciences; statistics and data science,North America
6956,4 - Fairly familiar,yes,80,65 or over,Biology,,North America
6959,5 - Very familiar,yes,90,18 - 24,Chemistry,,North America
6962,4 - Fairly familiar,no,90,55 - 64,Other,Linguistics,South America
6963,4 - Fairly familiar,yes,40,35 - 44,Other,MVMLabs / NASA,Europe
6965,4 - Fairly familiar,yes,50,45 - 54,Biology,,North America
6970,5 - Very familiar,yes,10,45 - 54,Other,Mathematics,Europe
6971,3 - Somewhat familiar,yes,20,25 - 34,Engineering,,North America
6973,5 - Very familiar,yes,30,35 - 44,Biology,,North America
6976,5 - Very familiar,yes,80,55 - 64,Earth Science,,North America
6978,5 - Very familiar,yes,30,25 - 34,Biology,,North America
6979,5 - Very familiar,yes,50,65 or over,Materials Science,,Australasia
6985,5 - Very familiar,yes,90,65 or over,Materials Science,,North America
6986,5 - Very familiar,yes,80,25 - 34,Engineering,,North America
6988,5 - Very familiar,yes,80,55 - 64,Earth Science,,Asia
6992,2 - Not very familiar,yes,20,45 - 54,Medicine,,Europe
7000,4 - Fairly familiar,yes,40,65 or over,Other,Biochemistry,Asia
7012,4 - Fairly familiar,yes,60,35 - 44,Medicine,,South America
7026,5 - Very familiar,yes,40,25 - 34,Other,Sociology,Europe
7028,4 - Fairly familiar,yes,70,18 - 24,Materials Science,,North America
7037,4 - Fairly familiar,no,80,55 - 64,Biology,,Europe
7040,5 - Very familiar,yes,70,65 or over,Materials Science,,North America
7069,5 - Very familiar,no,70,25 - 34,Chemistry,,Europe
7087,4 - Fairly familiar,yes,30,25 - 34,Earth Science,,Europe
7102,5 - Very familiar,yes,50,55 - 64,Biology,,North America
7103,5 - Very familiar,yes,20,18 - 24,Materials Science,,Asia
7107,4 - Fairly familiar,no,90,18 - 24,Biology,,North America
7109,4 - Fairly familiar,yes,60,25 - 34,Other,Psychology,Europe
7129,5 - Very familiar,yes,90,55 - 64,Other,Business and communications,North America
7132,5 - Very familiar,yes,30,18 - 24,Materials Science,,North America
7137,5 - Very familiar,yes,70,45 - 54,Biology,,North America
7164,5 - Very familiar,yes,70,35 - 44,Biology,,Europe
7169,5 - Very familiar,yes,80,25 - 34,Biology,,Europe
7177,4 - Fairly familiar,yes,80,45 - 54,Other,Artificial Intelligence,Africa
7179,5 - Very familiar,yes,70,35 - 44,Medicine,,Europe
7201,5 - Very familiar,yes,50,45 - 54,Biology,,Europe
7202,5 - Very familiar,yes,50,18 - 24,Biology,,North America
7203,5 - Very familiar,yes,40,35 - 44,Biology,,Europe
7210,5 - Very familiar,yes,90,35 - 44,Biology,,Asia
7216,5 - Very familiar,yes,50,35 - 44,Materials Science,,Europe
7217,5 - Very familiar,yes,80,25 - 34,Biology,,North America
7234,4 - Fairly familiar,yes,70,55 - 64,Other,psychology,Australasia
7248,4 - Fairly familiar,yes,60,25 - 34,Medicine,,Europe
7266,4 - Fairly familiar,yes,80,25 - 34,Earth Science,,North America
7271,4 - Fairly familiar,no,70,45 - 54,Chemistry,,Europe
7277,3 - Somewhat familiar,no,70,45 - 54,Biology,,Europe
7281,4 - Fairly familiar,yes,70,35 - 44,Chemistry,,Europe
7297,5 - Very familiar,yes,0,35 - 44,Biology,,Europe
7299,5 - Very familiar,yes,20,35 - 44,Chemistry,,Europe
7300,5 - Very familiar,yes,70,25 - 34,Medicine,,Europe
7301,5 - Very familiar,yes,90,25 - 34,Biology,,Europe
7303,4 - Fairly familiar,yes,70,18 - 24,Biology,,Europe
7305,5 - Very familiar,yes,60,35 - 44,Biology,,North America
7307,4 - Fairly familiar,yes,70,25 - 34,Earth Science,,Europe
7311,5 - Very familiar,yes,70,25 - 34,Earth Science,,Europe
7323,2 - Not very familiar,yes,40,25 - 34,Engineering,,Europe
7328,5 - Very familiar,yes,60,55 - 64,Chemistry,,Europe
7335,5 - Very familiar,yes,70,35 - 44,Other,Economics,North America
7336,5 - Very familiar,yes,70,25 - 34,Chemistry,,North America
7337,5 - Very familiar,yes,50,55 - 64,Other,Psychology,Europe
7340,5 - Very familiar,yes,70,25 - 34,Other,"Health sciences in general, physical rehabilitation",Europe
7341,5 - Very familiar,no,50,35 - 44,Chemistry,,North America
7346,5 - Very familiar,yes,80,25 - 34,Other,psychology/neuroscience,Europe
7353,4 - Fairly familiar,yes,60,25 - 34,Biology,,North America
7362,5 - Very familiar,yes,70,35 - 44,Biology,,Europe
7365,5 - Very familiar,yes,30,35 - 44,Chemistry,,North America
7367,4 - Fairly familiar,yes,60,45 - 54,Earth Science,,North America
7368,5 - Very familiar,yes,70,35 - 44,Biology,,South America
7370,5 - Very familiar,yes,80,25 - 34,Chemistry,,Australasia
7373,5 - Very familiar,yes,90,65 or over,Earth Science,,Australasia
7379,5 - Very familiar,yes,70,35 - 44,Biology,,North America
7387,3 - Somewhat familiar,no,40,35 - 44,Physics,,Asia
7392,5 - Very familiar,no,90,35 - 44,Engineering,,Asia
7398,5 - Very familiar,yes,60,45 - 54,Other,cognitive neuroscience,Asia
7400,5 - Very familiar,yes,80,25 - 34,Engineering,,Asia
7444,5 - Very familiar,yes,40,35 - 44,Biology,,Europe
7455,5 - Very familiar,yes,90,45 - 54,Earth Science,,North America
7464,5 - Very familiar,yes,20,35 - 44,Other,Bioinformatics,North America
7471,5 - Very familiar,yes,70,35 - 44,Biology,,North America
7472,5 - Very familiar,no,50,25 - 34,Medicine,,North America
7480,4 - Fairly familiar,yes,70,25 - 34,Biology,,South America
7492,5 - Very familiar,yes,30,25 - 34,Biology,,North America
7494,5 - Very familiar,yes,10,35 - 44,Earth Science,,South America
7495,5 - Very familiar,yes,20,45 - 54,Medicine,,North America
7496,5 - Very familiar,yes,50,35 - 44,Chemistry,,North America
7499,5 - Very familiar,yes,80,45 - 54,Biology,,Europe
7513,5 - Very familiar,yes,80,25 - 34,Biology,,Asia
7528,5 - Very familiar,yes,80,25 - 34,Engineering,,Asia
7531,4 - Fairly familiar,yes,70,55 - 64,Other,Social sciences,Asia
7535,5 - Very familiar,yes,80,35 - 44,Biology,,North America
7536,5 - Very familiar,yes,20,65 or over,Biology,,Europe
7539,1 -Not at all familiar,no,80,35 - 44,Chemistry,,Europe
7542,5 - Very familiar,yes,90,35 - 44,Biology,,Europe
7547,4 - Fairly familiar,yes,70,25 - 34,Biology,,Europe
7568,5 - Very familiar,no,20,18 - 24,Engineering,,North America
7579,5 - Very familiar,yes,70,35 - 44,Other,neuroscience,North America
7587,5 - Very familiar,yes,80,25 - 34,Other,Biochemistry,Asia
7591,4 - Fairly familiar,no,70,35 - 44,Engineering,,Europe
7608,5 - Very familiar,yes,50,35 - 44,Biology,,Europe
7609,5 - Very familiar,yes,90,35 - 44,Chemistry,,North America
7614,5 - Very familiar,yes,30,45 - 54,Biology,,North America
7617,4 - Fairly familiar,yes,80,35 - 44,Biology,,Europe
7618,5 - Very familiar,yes,70,45 - 54,Biology,,Australasia
7621,5 - Very familiar,yes,60,35 - 44,Biology,,North America
7622,5 - Very familiar,yes,70,55 - 64,Other,Healthcare,North America
7623,5 - Very familiar,no,50,25 - 34,Biology,,Australasia
7651,5 - Very familiar,no,100,35 - 44,Biology,,Europe
7654,5 - Very familiar,no,80,45 - 54,Physics,,Asia
7655,4 - Fairly familiar,yes,60,55 - 64,Medicine,,Europe
7658,5 - Very familiar,yes,70,35 - 44,Other,Social Science,Europe
7666,5 - Very familiar,yes,40,65 or over,Medicine,,Europe
7680,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
7688,5 - Very familiar,yes,50,65 or over,Medicine,,North America
7690,5 - Very familiar,yes,50,25 - 34,Biology,,North America
7691,5 - Very familiar,yes,70,25 - 34,Other,Psychology,North America
7693,5 - Very familiar,yes,90,35 - 44,Other,Kinesiology,North America
7703,5 - Very familiar,yes,70,65 or over,Other,Physiology,Europe
7713,5 - Very familiar,yes,50,25 - 34,Biology,,North America
7721,5 - Very familiar,yes,90,25 - 34,Biology,,North America
7725,5 - Very familiar,yes,70,25 - 34,Other,Drug Delivery- Formulations,Asia
7737,4 - Fairly familiar,yes,0,25 - 34,Medicine,,Asia
7751,5 - Very familiar,yes,90,35 - 44,Physics,,North America
7754,4 - Fairly familiar,yes,20,45 - 54,Other,Statistics,North America
7758,5 - Very familiar,yes,20,55 - 64,Medicine,,Europe
7762,4 - Fairly familiar,yes,30,35 - 44,Other,Biostatistics; Aging Research; Medicine,North America
7766,5 - Very familiar,yes,50,25 - 34,Biology,,North America
7799,5 - Very familiar,yes,80,55 - 64,Medicine,,North America
7800,4 - Fairly familiar,no,50,25 - 34,Other,Computer Science,Europe
7820,4 - Fairly familiar,yes,60,35 - 44,Biology,,Europe
7835,5 - Very familiar,no,90,18 - 24,Other,Biopsychology,North America
7840,4 - Fairly familiar,yes,70,25 - 34,Other,Anthropology,North America
7846,5 - Very familiar,yes,70,35 - 44,Chemistry,,Africa
7859,5 - Very familiar,yes,10,18 - 24,Other,social sciences,Europe
7862,5 - Very familiar,no,50,35 - 44,Earth Science,,Europe
7865,5 - Very familiar,no,30,35 - 44,Biology,,Asia
7870,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
7875,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
7880,5 - Very familiar,yes,40,25 - 34,Biology,,Europe
7888,5 - Very familiar,yes,90,35 - 44,Medicine,,North America
7899,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
7906,5 - Very familiar,yes,70,25 - 34,Chemistry,,North America
7908,3 - Somewhat familiar,yes,20,25 - 34,Biology,,North America
7920,3 - Somewhat familiar,yes,60,55 - 64,Medicine,,North America
7921,5 - Very familiar,yes,60,35 - 44,Other,Psychology,North America
7935,5 - Very familiar,no,40,35 - 44,Biology,,Australasia
7937,4 - Fairly familiar,yes,50,65 or over,Other,Psychology,North America
7942,5 - Very familiar,yes,20,25 - 34,Earth Science,,Australasia
7945,3 - Somewhat familiar,no,0,35 - 44,Other,management ?n educat?on,Europe
7962,5 - Very familiar,yes,90,35 - 44,Chemistry,,Europe
7967,4 - Fairly familiar,yes,70,25 - 34,Biology,,Asia
7970,4 - Fairly familiar,yes,80,18 - 24,Biology,,Europe
7983,5 - Very familiar,yes,50,45 - 54,Biology,,Europe
7987,5 - Very familiar,yes,30,25 - 34,Other,Botany,Asia
7995,5 - Very familiar,yes,80,65 or over,Physics,,North America
7997,5 - Very familiar,yes,50,18 - 24,Biology,,Europe
7998,5 - Very familiar,yes,70,35 - 44,Biology,,South America
8006,5 - Very familiar,yes,40,25 - 34,Physics,,North America
8007,5 - Very familiar,yes,70,25 - 34,Biology,,North America
8012,5 - Very familiar,yes,30,35 - 44,Medicine,,Europe
8021,5 - Very familiar,yes,40,18 - 24,Biology,,Asia
8025,3 - Somewhat familiar,yes,10,35 - 44,Other,Applied Mathematics,North America
8028,3 - Somewhat familiar,yes,90,65 or over,Materials Science,,North America
8040,5 - Very familiar,yes,70,35 - 44,Biology,,Europe
8049,4 - Fairly familiar,yes,80,25 - 34,Other,Biotechnology,South America
8051,5 - Very familiar,yes,60,25 - 34,Engineering,,Asia
8151,4 - Fairly familiar,yes,80,25 - 34,Earth Science,,North America
8168,5 - Very familiar,yes,90,25 - 34,Biology,,North America
8182,5 - Very familiar,yes,60,35 - 44,Biology,,Europe
8205,5 - Very familiar,yes,70,35 - 44,Biology,,Europe
8269,5 - Very familiar,yes,60,35 - 44,Biology,,North America
8275,5 - Very familiar,yes,50,35 - 44,Engineering,,North America
8315,4 - Fairly familiar,yes,10,25 - 34,Biology,,Europe
8337,4 - Fairly familiar,yes,40,25 - 34,Materials Science,,North America
8364,5 - Very familiar,yes,80,25 - 34,Biology,,North America
8365,4 - Fairly familiar,yes,30,25 - 34,Medicine,,Europe
8370,5 - Very familiar,yes,90,45 - 54,Biology,,North America
8380,4 - Fairly familiar,yes,70,25 - 34,Biology,,Europe
8381,3 - Somewhat familiar,yes,10,18 - 24,Biology,,Asia
8396,2 - Not very familiar,yes,80,25 - 34,Other,Computer Science,North America
8448,5 - Very familiar,yes,70,18 - 24,Biology,,North America
8465,5 - Very familiar,yes,70,25 - 34,Biology,,North America
8471,5 - Very familiar,yes,80,45 - 54,Medicine,,South America
8483,5 - Very familiar,yes,30,45 - 54,Other,Statistics,Europe
8486,5 - Very familiar,yes,70,35 - 44,Medicine,,Europe
8510,5 - Very familiar,yes,50,55 - 64,Medicine,,North America
8524,5 - Very familiar,yes,50,25 - 34,Other,Neuroscience,North America
8540,5 - Very familiar,yes,80,35 - 44,Medicine,,North America
8579,4 - Fairly familiar,yes,70,25 - 34,Earth Science,,North America
8622,5 - Very familiar,yes,60,35 - 44,Biology,,North America
8644,4 - Fairly familiar,yes,30,45 - 54,Earth Science,,Asia
8649,4 - Fairly familiar,yes,40,35 - 44,Biology,,Europe
8683,5 - Very familiar,yes,30,55 - 64,Biology,,Europe
8693,5 - Very familiar,yes,50,35 - 44,Biology,,Asia
8701,5 - Very familiar,no,10,45 - 54,Chemistry,,Europe
8703,5 - Very familiar,no,80,25 - 34,Biology,,North America
8709,5 - Very familiar,yes,70,25 - 34,Biology,,Europe
8744,4 - Fairly familiar,yes,40,25 - 34,Engineering,,North America
8760,5 - Very familiar,yes,50,25 - 34,Other,Neuroscience,Europe
8765,5 - Very familiar,yes,90,25 - 34,Chemistry,,North America
8769,5 - Very familiar,yes,80,25 - 34,Biology,,Europe
8782,5 - Very familiar,yes,60,25 - 34,Biology,,Europe
8784,5 - Very familiar,yes,30,25 - 34,Biology,,North America
8790,3 - Somewhat familiar,yes,70,25 - 34,Biology,,Asia
8795,5 - Very familiar,yes,80,55 - 64,Other,Statistics,North America
8797,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
8809,5 - Very familiar,yes,70,35 - 44,Biology,,Europe
8811,5 - Very familiar,yes,50,45 - 54,Biology,,Europe
8819,5 - Very familiar,yes,100,25 - 34,Biology,,Asia
8822,5 - Very familiar,yes,90,45 - 54,Biology,,Europe
8824,5 - Very familiar,yes,10,35 - 44,Biology,,Europe
8837,5 - Very familiar,yes,70,45 - 54,Biology,,Europe
8838,5 - Very familiar,yes,80,25 - 34,Biology,,Europe
8849,5 - Very familiar,yes,20,18 - 24,Other,Biochemistry,South America
8851,4 - Fairly familiar,yes,20,35 - 44,Chemistry,,Europe
8858,4 - Fairly familiar,yes,80,65 or over,Chemistry,,Europe
8859,5 - Very familiar,yes,60,35 - 44,Biology,,Europe
8867,5 - Very familiar,yes,60,35 - 44,Other,neuroscience,North America
8873,4 - Fairly familiar,yes,50,35 - 44,Biology,,North America
8886,4 - Fairly familiar,no,70,18 - 24,Biology,,North America
8892,5 - Very familiar,yes,30,25 - 34,Biology,,North America
8913,5 - Very familiar,yes,80,25 - 34,Chemistry,,North America
8931,5 - Very familiar,yes,90,55 - 64,Chemistry,,Asia
8940,5 - Very familiar,yes,20,45 - 54,Biology,,North America
8973,5 - Very familiar,yes,70,35 - 44,Earth Science,,Australasia
8982,4 - Fairly familiar,yes,50,55 - 64,Biology,,Europe
8984,5 - Very familiar,yes,90,55 - 64,Earth Science,,Europe
8987,5 - Very familiar,yes,60,45 - 54,Biology,,Europe
8996,5 - Very familiar,yes,50,55 - 64,Biology,,North America
9007,5 - Very familiar,yes,70,25 - 34,Biology,,North America
9015,4 - Fairly familiar,yes,10,25 - 34,Engineering,,North America
9021,4 - Fairly familiar,yes,70,25 - 34,Biology,,Europe
9035,5 - Very familiar,yes,70,45 - 54,Other,Computer Science,South America
9039,5 - Very familiar,yes,20,35 - 44,Biology,,Europe
9055,5 - Very familiar,yes,80,45 - 54,Chemistry,,North America
9066,5 - Very familiar,yes,80,25 - 34,Chemistry,,Europe
9077,5 - Very familiar,yes,90,35 - 44,Medicine,,Europe
9081,5 - Very familiar,yes,50,25 - 34,Other,Psychology,Europe
9085,5 - Very familiar,yes,20,25 - 34,Engineering,,North America
9120,5 - Very familiar,no,70,45 - 54,Biology,,South America
9123,4 - Fairly familiar,no,70,25 - 34,Biology,,Europe
9130,5 - Very familiar,no,20,25 - 34,Chemistry,,North America
9133,5 - Very familiar,yes,60,25 - 34,Biology,,North America
9146,4 - Fairly familiar,yes,60,25 - 34,Biology,,Australasia
9150,5 - Very familiar,no,90,35 - 44,Biology,,South America
9157,5 - Very familiar,yes,70,45 - 54,Biology,,Asia
9159,5 - Very familiar,yes,30,35 - 44,Other,Bioinformatics,Australasia
9165,4 - Fairly familiar,yes,70,25 - 34,Biology,,Australasia
9171,5 - Very familiar,yes,60,45 - 54,Medicine,,Europe
9178,3 - Somewhat familiar,no,80,25 - 34,Engineering,,Asia
9179,5 - Very familiar,yes,80,18 - 24,Biology,,Europe
9205,2 - Not very familiar,yes,70,25 - 34,Biology,,Europe
9215,5 - Very familiar,yes,20,35 - 44,Other,Computer Science,Europe
9223,4 - Fairly familiar,no,90,35 - 44,Other,social sciences,Europe
9227,4 - Fairly familiar,yes,30,35 - 44,Biology,,Europe
9235,4 - Fairly familiar,no,30,25 - 34,Biology,,North America
9245,5 - Very familiar,yes,50,55 - 64,Medicine,,North America
9246,5 - Very familiar,no,30,35 - 44,Medicine,,North America
9258,5 - Very familiar,yes,90,25 - 34,Biology,,Asia
9263,5 - Very familiar,yes,30,45 - 54,Other,Sociology ,Europe
9277,5 - Very familiar,yes,30,35 - 44,Other,human cognitive neuroscience,Europe
9289,5 - Very familiar,yes,50,45 - 54,Biology,,North America
9321,3 - Somewhat familiar,yes,10,35 - 44,Engineering,,North America
9336,3 - Somewhat familiar,yes,60,55 - 64,Medicine,,North America
9345,3 - Somewhat familiar,yes,40,35 - 44,Other,IT,Asia
9350,4 - Fairly familiar,no,90,65 or over,Physics,,Europe
9358,3 - Somewhat familiar,yes,50,35 - 44,Materials Science,,Africa
9372,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
9373,4 - Fairly familiar,yes,90,45 - 54,Biology,,Asia
9379,5 - Very familiar,yes,30,25 - 34,Earth Science,,North America
9392,5 - Very familiar,yes,70,25 - 34,Other,Cognitive Science,North America
9419,4 - Fairly familiar,yes,50,45 - 54,Medicine,,North America
9424,4 - Fairly familiar,yes,80,25 - 34,Engineering,,North America
9443,5 - Very familiar,yes,50,45 - 54,Other,veterinary / animal science,Europe
9446,5 - Very familiar,yes,40,35 - 44,Biology,,North America
9461,5 - Very familiar,yes,50,25 - 34,Other,Social Sciences,North America
9470,5 - Very familiar,yes,80,35 - 44,Earth Science,,North America
9471,5 - Very familiar,yes,70,35 - 44,Chemistry,,Europe
9505,3 - Somewhat familiar,yes,90,45 - 54,Chemistry,,North America
9547,5 - Very familiar,yes,60,55 - 64,Medicine,,Europe
9553,5 - Very familiar,yes,70,45 - 54,Biology,,South America
9559,4 - Fairly familiar,yes,20,25 - 34,Medicine,,North America
9562,5 - Very familiar,yes,50,45 - 54,Physics,,North America
9579,5 - Very familiar,yes,50,25 - 34,Biology,,North America
9580,5 - Very familiar,yes,30,18 - 24,Earth Science,,Europe
9601,4 - Fairly familiar,yes,40,25 - 34,Biology,,Australasia
9606,5 - Very familiar,yes,90,35 - 44,Physics,,North America
9618,4 - Fairly familiar,yes,50,35 - 44,Biology,,North America
9627,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
9646,5 - Very familiar,yes,60,35 - 44,Biology,,South America
9656,4 - Fairly familiar,yes,70,25 - 34,Earth Science,,Europe
9667,4 - Fairly familiar,yes,20,25 - 34,Other,Neuroscience,North America
